Row ID,Order Date,Ship Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,year,month,quarter,day_of_week,delivery_days
2476,2017-11-03,2017-11-06,First Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,87.71,2017,11,4,4,3
2477,2017-11-03,2017-11-06,First Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,1101.48,2017,11,4,4,3
2478,2018-09-04,2018-09-08,Second Class,Corporate,Los Angeles,California,West,Furniture,Tables,1322.352,2018,9,3,1,4
2479,2015-09-13,2015-09-19,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,5.46,2015,9,3,6,6
2480,2018-06-19,2018-06-25,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,11.184,2018,6,2,1,6
2481,2018-06-19,2018-06-25,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,153.584,2018,6,2,1,6
2482,2018-12-24,2018-12-31,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,1003.62,2018,12,4,0,7
2483,2018-08-28,2018-09-03,Standard Class,Home Office,Seattle,Washington,West,Technology,Phones,35.168,2018,8,3,1,6
2484,2018-08-28,2018-09-03,Standard Class,Home Office,Seattle,Washington,West,Furniture,Tables,1137.75,2018,8,3,1,6
2485,2018-08-28,2018-09-03,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,99.68,2018,8,3,1,6
2486,2018-08-28,2018-09-03,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,5.56,2018,8,3,1,6
2487,2016-01-02,2016-01-04,Second Class,Corporate,Newark,Delaware,East,Office Supplies,Storage,85.52,2016,1,1,5,2
2488,2016-01-02,2016-01-04,Second Class,Corporate,Newark,Delaware,East,Office Supplies,Art,9.84,2016,1,1,5,2
2489,2016-01-02,2016-01-04,Second Class,Corporate,Newark,Delaware,East,Office Supplies,Paper,20.04,2016,1,1,5,2
2490,2016-10-09,2016-10-13,Second Class,Consumer,New York City,New York,East,Technology,Phones,631.96,2016,10,4,6,4
2491,2016-10-09,2016-10-13,Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,23.92,2016,10,4,6,4
2492,2015-12-13,2015-12-15,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,90.24,2015,12,4,6,2
2493,2015-11-19,2015-11-23,Standard Class,Consumer,Jamestown,New York,East,Technology,Phones,4548.81,2015,11,4,3,4
2494,2017-09-10,2017-09-14,Second Class,Consumer,Houston,Texas,Central,Furniture,Tables,300.93,2017,9,3,6,4
2495,2017-09-10,2017-09-14,Second Class,Consumer,Houston,Texas,Central,Technology,Phones,719.96,2017,9,3,6,4
2496,2015-06-16,2015-06-22,Standard Class,Consumer,Mishawaka,Indiana,Central,Furniture,Chairs,647.84,2015,6,2,1,6
2497,2016-09-26,2016-10-01,Standard Class,Home Office,San Diego,California,West,Office Supplies,Storage,64.17,2016,9,3,0,5
2498,2016-09-26,2016-10-01,Standard Class,Home Office,San Diego,California,West,Office Supplies,Envelopes,124.46,2016,9,3,0,5
2499,2017-05-19,2017-05-24,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,9.584,2017,5,2,4,5
2500,2018-06-22,2018-06-23,First Class,Consumer,Miami,Florida,South,Office Supplies,Envelopes,37.608,2018,6,2,4,1
2501,2018-06-17,2018-06-20,First Class,Corporate,Skokie,Illinois,Central,Office Supplies,Paper,12.224,2018,6,2,6,3
2502,2018-06-17,2018-06-20,First Class,Corporate,Skokie,Illinois,Central,Office Supplies,Binders,2.304,2018,6,2,6,3
2503,2018-06-17,2018-06-20,First Class,Corporate,Skokie,Illinois,Central,Office Supplies,Binders,9.36,2018,6,2,6,3
2504,2017-11-14,2017-11-19,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,7.38,2017,11,4,1,5
2505,2015-07-25,2015-07-27,Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,53.72,2015,7,3,5,2
2506,2015-07-25,2015-07-27,Second Class,Consumer,San Francisco,California,West,Office Supplies,Supplies,8187.65,2015,7,3,5,2
2507,2015-07-25,2015-07-27,Second Class,Consumer,San Francisco,California,West,Furniture,Furnishings,77.92,2015,7,3,5,2
2508,2016-07-02,2016-07-02,Same Day,Consumer,Houston,Texas,Central,Office Supplies,Appliances,32.784,2016,7,3,5,0
2509,2018-03-02,2018-03-08,Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,196.776,2018,3,1,4,6
2510,2018-03-02,2018-03-08,Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,479.94,2018,3,1,4,6
2511,2017-11-18,2017-11-23,Standard Class,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Storage,1117.92,2017,11,4,5,5
2512,2016-04-18,2016-04-19,First Class,Consumer,Monroe,Louisiana,South,Technology,Accessories,106.5,2016,4,2,0,1
2513,2018-12-02,2018-12-06,Standard Class,Home Office,Tampa,Florida,South,Office Supplies,Binders,45.66,2018,12,4,6,4
2514,2017-11-11,2017-11-17,Standard Class,Corporate,Chicago,Illinois,Central,Technology,Accessories,95.968,2017,11,4,5,6
2515,2017-11-11,2017-11-17,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Chairs,47.992,2017,11,4,5,6
2516,2015-09-05,2015-09-10,Standard Class,Consumer,Bowling Green,Ohio,East,Office Supplies,Storage,264.32,2015,9,3,5,5
2517,2015-11-15,2015-11-22,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,604.656,2015,11,4,6,7
2518,2018-05-02,2018-05-07,Standard Class,Corporate,Westfield,New Jersey,East,Furniture,Furnishings,129.93,2018,5,2,2,5
2519,2017-10-15,2017-10-21,Standard Class,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Labels,20.16,2017,10,4,6,6
2520,2017-10-15,2017-10-21,Standard Class,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Labels,29.46,2017,10,4,6,6
2521,2017-10-15,2017-10-21,Standard Class,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Appliances,868.59,2017,10,4,6,6
2522,2017-10-15,2017-10-21,Standard Class,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Paper,12.96,2017,10,4,6,6
2523,2017-10-15,2017-10-21,Standard Class,Home Office,Oklahoma City,Oklahoma,Central,Technology,Phones,5.5,2017,10,4,6,6
2524,2017-10-15,2017-10-21,Standard Class,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Binders,121.6,2017,10,4,6,6
2525,2016-04-06,2016-04-10,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,42.048,2016,4,2,2,4
2526,2016-04-06,2016-04-10,Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,25.488,2016,4,2,2,4
2527,2016-04-06,2016-04-10,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,6.9,2016,4,2,2,4
2528,2016-04-06,2016-04-10,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,9.648,2016,4,2,2,4
2529,2016-04-06,2016-04-10,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,7.968,2016,4,2,2,4
2530,2015-10-24,2015-10-29,Standard Class,Home Office,Fort Lauderdale,Florida,South,Office Supplies,Paper,10.368,2015,10,4,5,5
2531,2015-08-17,2015-08-21,Standard Class,Corporate,Little Rock,Arkansas,South,Office Supplies,Paper,114.2,2015,8,3,0,4
2532,2015-08-17,2015-08-21,Standard Class,Corporate,Little Rock,Arkansas,South,Office Supplies,Binders,17.96,2015,8,3,0,4
2533,2015-08-17,2015-08-21,Standard Class,Corporate,Little Rock,Arkansas,South,Office Supplies,Fasteners,12.67,2015,8,3,0,4
2534,2015-08-17,2015-08-21,Standard Class,Corporate,Little Rock,Arkansas,South,Technology,Accessories,339.96,2015,8,3,0,4
2535,2018-08-15,2018-08-18,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,1801.632,2018,8,3,2,3
2536,2016-09-06,2016-09-08,First Class,Corporate,La Quinta,California,West,Technology,Accessories,46.32,2016,9,3,1,2
2537,2016-01-27,2016-01-29,Second Class,Consumer,Cleveland,Ohio,East,Furniture,Chairs,181.986,2016,1,1,2,2
2538,2016-01-27,2016-01-29,Second Class,Consumer,Cleveland,Ohio,East,Technology,Phones,431.976,2016,1,1,2,2
2539,2016-01-27,2016-01-29,Second Class,Consumer,Cleveland,Ohio,East,Technology,Phones,155.37,2016,1,1,2,2
2540,2016-07-16,2016-07-16,Same Day,Corporate,San Francisco,California,West,Furniture,Chairs,1348.704,2016,7,3,5,0
2541,2016-07-16,2016-07-16,Same Day,Corporate,San Francisco,California,West,Furniture,Chairs,700.152,2016,7,3,5,0
2542,2017-04-30,2017-05-04,Standard Class,Corporate,Scottsdale,Arizona,West,Furniture,Furnishings,111.888,2017,4,2,6,4
2543,2015-09-26,2015-10-01,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,143.952,2015,9,3,5,5
2544,2017-09-08,2017-09-14,Standard Class,Home Office,Malden,Massachusetts,East,Furniture,Bookcases,173.94,2017,9,3,4,6
2545,2017-09-08,2017-09-14,Standard Class,Home Office,Malden,Massachusetts,East,Office Supplies,Labels,14.76,2017,9,3,4,6
2546,2018-04-16,2018-04-20,Standard Class,Consumer,San Jose,California,West,Office Supplies,Storage,205.92,2018,4,2,0,4
2547,2018-04-16,2018-04-20,Standard Class,Consumer,San Jose,California,West,Furniture,Bookcases,102.833,2018,4,2,0,4
2548,2016-08-16,2016-08-22,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Art,2.304,2016,8,3,1,6
2549,2016-08-16,2016-08-22,Standard Class,Consumer,Phoenix,Arizona,West,Technology,Phones,1879.96,2016,8,3,1,6
2550,2016-08-16,2016-08-22,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,313.024,2016,8,3,1,6
2551,2016-08-16,2016-08-22,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Labels,5.04,2016,8,3,1,6
2552,2018-11-19,2018-11-23,Standard Class,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,821.88,2018,11,4,0,4
2553,2018-11-19,2018-11-23,Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Binders,21.96,2018,11,4,0,4
2554,2017-09-14,2017-09-18,Standard Class,Home Office,Columbia,South Carolina,South,Office Supplies,Paper,25.92,2017,9,3,3,4
2555,2017-08-15,2017-08-20,Standard Class,Consumer,Tallahassee,Florida,South,Technology,Phones,705.544,2017,8,3,1,5
2556,2016-09-26,2016-09-30,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,50.0,2016,9,3,0,4
2557,2017-10-08,2017-10-14,Standard Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,51.712,2017,10,4,6,6
2558,2016-03-24,2016-03-30,Standard Class,Corporate,Coral Springs,Florida,South,Office Supplies,Appliances,6.992,2016,3,1,3,6
2559,2016-05-31,2016-06-04,Standard Class,Consumer,Orem,Utah,West,Furniture,Bookcases,1406.86,2016,5,2,1,4
2560,2016-05-31,2016-06-04,Standard Class,Consumer,Orem,Utah,West,Office Supplies,Labels,15.75,2016,5,2,1,4
2561,2016-05-31,2016-06-04,Standard Class,Consumer,Orem,Utah,West,Office Supplies,Storage,323.1,2016,5,2,1,4
2562,2016-12-25,2016-12-31,Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Labels,9.216,2016,12,4,6,6
2563,2016-12-25,2016-12-31,Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Paper,10.368,2016,12,4,6,6
2564,2016-03-17,2016-03-22,Second Class,Corporate,New York City,New York,East,Technology,Accessories,15.02,2016,3,1,3,5
2565,2016-03-17,2016-03-22,Second Class,Corporate,New York City,New York,East,Office Supplies,Storage,33.82,2016,3,1,3,5
2566,2018-12-21,2018-12-24,First Class,Consumer,Bowling Green,Kentucky,South,Technology,Accessories,71.0,2018,12,4,4,3
2567,2018-11-01,2018-11-03,Second Class,Consumer,Bellingham,Washington,West,Office Supplies,Binders,25.12,2018,11,4,3,2
2568,2018-11-01,2018-11-03,Second Class,Consumer,Bellingham,Washington,West,Furniture,Tables,2665.62,2018,11,4,3,2
2569,2018-09-07,2018-09-11,Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,478.08,2018,9,3,4,4
2570,2018-12-27,2018-12-27,Same Day,Corporate,Newark,Ohio,East,Technology,Phones,164.388,2018,12,4,3,0
2571,2018-12-27,2018-12-27,Same Day,Corporate,Newark,Ohio,East,Office Supplies,Art,13.248,2018,12,4,3,0
2572,2018-07-16,2018-07-21,Standard Class,Home Office,Woodstock,Illinois,Central,Office Supplies,Art,2.912,2018,7,3,0,5
2573,2017-08-12,2017-08-15,Second Class,Consumer,Carrollton,Texas,Central,Technology,Accessories,1399.944,2017,8,3,5,3
2574,2018-07-09,2018-07-14,Standard Class,Home Office,Lafayette,Indiana,Central,Furniture,Furnishings,526.45,2018,7,3,0,5
2575,2015-11-22,2015-11-27,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Envelopes,16.23,2015,11,4,6,5
2576,2015-11-22,2015-11-27,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Binders,319.9,2015,11,4,6,5
2577,2015-11-22,2015-11-27,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Envelopes,11.36,2015,11,4,6,5
2578,2015-11-22,2015-11-27,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,675.12,2015,11,4,6,5
2579,2015-01-26,2015-01-31,Standard Class,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,62.82,2015,1,1,0,5
2580,2015-01-26,2015-01-31,Standard Class,Home Office,Alexandria,Virginia,South,Office Supplies,Storage,489.92,2015,1,1,0,5
2581,2015-01-26,2015-01-31,Standard Class,Home Office,Alexandria,Virginia,South,Office Supplies,Paper,19.44,2015,1,1,0,5
2582,2015-01-26,2015-01-31,Standard Class,Home Office,Alexandria,Virginia,South,Office Supplies,Paper,16.68,2015,1,1,0,5
2583,2015-01-26,2015-01-31,Standard Class,Home Office,Alexandria,Virginia,South,Technology,Phones,155.35,2015,1,1,0,5
2584,2015-01-26,2015-01-31,Standard Class,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,12.42,2015,1,1,0,5
2585,2015-01-26,2015-01-31,Standard Class,Home Office,Alexandria,Virginia,South,Technology,Phones,187.98,2015,1,1,0,5
2586,2016-11-03,2016-11-10,Standard Class,Corporate,Haltom City,Texas,Central,Office Supplies,Envelopes,6.608,2016,11,4,3,7
2587,2018-06-30,2018-07-06,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,248.57,2018,6,2,5,6
2588,2018-06-30,2018-07-06,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,22.23,2018,6,2,5,6
2589,2017-05-05,2017-05-09,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,5.98,2017,5,2,4,4
2590,2017-05-05,2017-05-09,Standard Class,Home Office,Los Angeles,California,West,Technology,Phones,246.168,2017,5,2,4,4
2591,2017-09-08,2017-09-14,Standard Class,Consumer,Wheeling,Illinois,Central,Furniture,Furnishings,14.136,2017,9,3,4,6
2592,2017-09-08,2017-09-14,Standard Class,Consumer,Wheeling,Illinois,Central,Furniture,Tables,601.47,2017,9,3,4,6
2593,2018-11-24,2018-11-26,Second Class,Corporate,Summerville,South Carolina,South,Technology,Phones,79.1,2018,11,4,5,2
2594,2018-11-24,2018-11-26,Second Class,Corporate,Summerville,South Carolina,South,Office Supplies,Binders,327.84,2018,11,4,5,2
2595,2018-05-13,2018-05-17,Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,Envelopes,180.96,2018,5,2,6,4
2596,2018-05-13,2018-05-17,Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,Binders,914.97,2018,5,2,6,4
2597,2018-05-13,2018-05-17,Standard Class,Corporate,Columbus,Indiana,Central,Technology,Phones,587.97,2018,5,2,6,4
2598,2018-05-13,2018-05-17,Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,Storage,530.34,2018,5,2,6,4
2599,2018-05-13,2018-05-17,Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,Paper,14.94,2018,5,2,6,4
2600,2018-04-23,2018-04-29,Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,121.94,2018,4,2,0,6
2601,2018-04-23,2018-04-29,Standard Class,Consumer,New York City,New York,East,Office Supplies,Supplies,122.71,2018,4,2,0,6
2602,2017-06-04,2017-06-04,Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,14.94,2017,6,2,6,0
2603,2017-06-04,2017-06-04,Same Day,Consumer,New York City,New York,East,Technology,Machines,1349.85,2017,6,2,6,0
2604,2017-06-04,2017-06-04,Same Day,Consumer,New York City,New York,East,Furniture,Bookcases,136.784,2017,6,2,6,0
2605,2017-06-04,2017-06-04,Same Day,Consumer,New York City,New York,East,Furniture,Furnishings,61.12,2017,6,2,6,0
2606,2015-12-16,2015-12-21,Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Binders,1.167,2015,12,4,2,5
2607,2017-03-04,2017-03-10,Standard Class,Home Office,San Diego,California,West,Office Supplies,Art,16.99,2017,3,1,5,6
2608,2015-11-25,2015-11-30,Standard Class,Corporate,Arlington,Texas,Central,Technology,Accessories,24.672,2015,11,4,2,5
2609,2015-11-25,2015-11-30,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Labels,2.52,2015,11,4,2,5
2610,2015-11-25,2015-11-30,Standard Class,Corporate,Arlington,Texas,Central,Furniture,Tables,1218.735,2015,11,4,2,5
2611,2015-11-25,2015-11-30,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Labels,5.904,2015,11,4,2,5
2612,2015-11-25,2015-11-30,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Paper,15.696,2015,11,4,2,5
2613,2015-11-25,2015-11-30,Standard Class,Corporate,Arlington,Texas,Central,Furniture,Furnishings,6.096,2015,11,4,2,5
2614,2017-04-28,2017-05-05,Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,41.568,2017,4,2,4,7
2615,2015-04-26,2015-05-03,Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,230.28,2015,4,2,6,7
2616,2015-04-26,2015-05-03,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,18.288,2015,4,2,6,7
2617,2018-04-01,2018-04-05,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,5.78,2018,4,2,6,4
2618,2018-04-01,2018-04-05,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,121.68,2018,4,2,6,4
2619,2018-12-22,2018-12-26,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Art,4.17,2018,12,4,5,4
2620,2018-12-22,2018-12-26,Standard Class,Corporate,Carlsbad,New Mexico,West,Technology,Phones,67.04,2018,12,4,5,4
2621,2018-12-22,2018-12-26,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Storage,37.32,2018,12,4,5,4
2622,2018-12-22,2018-12-26,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Labels,18.45,2018,12,4,5,4
2623,2015-12-03,2015-12-06,Second Class,Corporate,Saint Louis,Missouri,Central,Office Supplies,Paper,25.92,2015,12,4,3,3
2624,2018-10-22,2018-10-24,First Class,Home Office,New York City,New York,East,Technology,Copiers,11199.968,2018,10,4,0,2
2625,2018-10-22,2018-10-24,First Class,Home Office,New York City,New York,East,Technology,Phones,2399.6,2018,10,4,0,2
2626,2018-10-22,2018-10-24,First Class,Home Office,New York City,New York,East,Office Supplies,Envelopes,63.9,2018,10,4,0,2
2627,2018-10-22,2018-10-24,First Class,Home Office,New York City,New York,East,Technology,Phones,52.99,2018,10,4,0,2
2628,2018-11-13,2018-11-15,First Class,Corporate,Springfield,Ohio,East,Technology,Accessories,60.864,2018,11,4,1,2
2629,2018-11-13,2018-11-15,First Class,Corporate,Springfield,Ohio,East,Technology,Machines,652.995,2018,11,4,1,2
2630,2018-11-13,2018-11-15,First Class,Corporate,Springfield,Ohio,East,Office Supplies,Binders,11.22,2018,11,4,1,2
2631,2016-09-10,2016-09-15,Standard Class,Consumer,Tulsa,Oklahoma,Central,Office Supplies,Paper,14.94,2016,9,3,5,5
2632,2018-05-15,2018-05-20,Standard Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,39.96,2018,5,2,1,5
2633,2018-05-15,2018-05-20,Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,42.624,2018,5,2,1,5
2634,2018-05-15,2018-05-20,Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,220.96,2018,5,2,1,5
2635,2016-07-05,2016-07-10,Second Class,Corporate,Fayetteville,North Carolina,South,Furniture,Furnishings,4.928,2016,7,3,1,5
2636,2016-07-05,2016-07-10,Second Class,Corporate,Fayetteville,North Carolina,South,Office Supplies,Binders,7.23,2016,7,3,1,5
2637,2016-08-15,2016-08-19,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,323.1,2016,8,3,0,4
2638,2018-06-12,2018-06-18,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,19.04,2018,6,2,1,6
2639,2018-06-12,2018-06-18,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,13.128,2018,6,2,1,6
2640,2018-06-12,2018-06-18,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,64.14,2018,6,2,1,6
2641,2018-06-12,2018-06-18,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,858.24,2018,6,2,1,6
2642,2016-02-20,2016-02-25,Standard Class,Consumer,Hot Springs,Arkansas,South,Technology,Accessories,29.99,2016,2,1,5,5
2643,2017-12-29,2017-12-30,First Class,Consumer,Aurora,Illinois,Central,Office Supplies,Paper,186.048,2017,12,4,4,1
2644,2017-04-17,2017-04-21,Second Class,Home Office,Raleigh,North Carolina,South,Technology,Phones,36.792,2017,4,2,0,4
2645,2017-04-17,2017-04-21,Second Class,Home Office,Raleigh,North Carolina,South,Furniture,Furnishings,18.624,2017,4,2,0,4
2646,2015-09-07,2015-09-12,Second Class,Consumer,Tulsa,Oklahoma,Central,Furniture,Furnishings,57.69,2015,9,3,0,5
2647,2015-09-07,2015-09-12,Second Class,Consumer,Tulsa,Oklahoma,Central,Office Supplies,Binders,42.81,2015,9,3,0,5
2648,2015-09-07,2015-09-12,Second Class,Consumer,Tulsa,Oklahoma,Central,Office Supplies,Paper,12.96,2015,9,3,0,5
2649,2015-09-07,2015-09-12,Second Class,Consumer,Tulsa,Oklahoma,Central,Furniture,Furnishings,821.88,2015,9,3,0,5
2650,2015-09-07,2015-09-12,Second Class,Consumer,Tulsa,Oklahoma,Central,Technology,Phones,104.85,2015,9,3,0,5
2651,2017-09-26,2017-10-01,Standard Class,Corporate,Hesperia,California,West,Furniture,Bookcases,424.9575,2017,9,3,1,5
2652,2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,West,Office Supplies,Binders,10.776,2018,9,3,0,4
2653,2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,West,Office Supplies,Binders,11.784,2018,9,3,0,4
2654,2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,West,Office Supplies,Paper,164.88,2018,9,3,0,4
2655,2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,West,Furniture,Bookcases,1292.94,2018,9,3,0,4
2656,2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,West,Office Supplies,Binders,25.584,2018,9,3,0,4
2657,2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,West,Office Supplies,Storage,261.74,2018,9,3,0,4
2658,2018-09-17,2018-09-21,Second Class,Corporate,Provo,Utah,West,Office Supplies,Labels,14.4,2018,9,3,0,4
2659,2017-08-16,2017-08-20,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Envelopes,10.86,2017,8,3,2,4
2660,2016-12-24,2016-12-28,Standard Class,Corporate,Gilbert,Arizona,West,Furniture,Chairs,883.84,2016,12,4,5,4
2661,2018-11-28,2018-12-02,Standard Class,Corporate,New York City,New York,East,Technology,Phones,1979.89,2018,11,4,2,4
2662,2018-11-28,2018-12-02,Standard Class,Corporate,New York City,New York,East,Office Supplies,Envelopes,79.96,2018,11,4,2,4
2663,2018-04-14,2018-04-15,First Class,Home Office,Springfield,Missouri,Central,Office Supplies,Binders,8.76,2018,4,2,5,1
2664,2017-05-01,2017-05-04,First Class,Consumer,Memphis,Tennessee,South,Office Supplies,Labels,3.984,2017,5,2,0,3
2665,2017-05-01,2017-05-04,First Class,Consumer,Memphis,Tennessee,South,Furniture,Tables,370.62,2017,5,2,0,3
2666,2017-05-01,2017-05-04,First Class,Consumer,Memphis,Tennessee,South,Office Supplies,Binders,2.742,2017,5,2,0,3
2667,2017-10-01,2017-10-01,Same Day,Consumer,Amarillo,Texas,Central,Technology,Accessories,79.512,2017,10,4,6,0
2668,2017-10-01,2017-10-01,Same Day,Consumer,Amarillo,Texas,Central,Office Supplies,Paper,28.352,2017,10,4,6,0
2669,2016-08-25,2016-08-30,Standard Class,Home Office,Los Angeles,California,West,Furniture,Chairs,40.784,2016,8,3,3,5
2670,2016-08-25,2016-08-30,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Appliances,105.96,2016,8,3,3,5
2671,2015-09-09,2015-09-12,Second Class,Corporate,Lowell,Massachusetts,East,Office Supplies,Paper,166.44,2015,9,3,2,3
2672,2015-09-09,2015-09-12,Second Class,Corporate,Lowell,Massachusetts,East,Furniture,Chairs,785.88,2015,9,3,2,3
2673,2015-09-09,2015-09-12,Second Class,Corporate,Lowell,Massachusetts,East,Office Supplies,Paper,26.2,2015,9,3,2,3
2674,2015-09-09,2015-09-12,Second Class,Corporate,Lowell,Massachusetts,East,Office Supplies,Storage,1325.85,2015,9,3,2,3
2675,2018-12-03,2018-12-03,Same Day,Consumer,San Diego,California,West,Office Supplies,Paper,166.44,2018,12,4,0,0
2676,2018-11-27,2018-12-02,Standard Class,Consumer,Asheville,North Carolina,South,Office Supplies,Art,8.76,2018,11,4,1,5
2677,2018-11-27,2018-12-02,Standard Class,Consumer,Asheville,North Carolina,South,Office Supplies,Appliances,43.584,2018,11,4,1,5
2678,2015-06-21,2015-06-21,Same Day,Consumer,Pueblo,Colorado,West,Office Supplies,Binders,11.088,2015,6,2,6,0
2679,2015-06-21,2015-06-21,Same Day,Consumer,Pueblo,Colorado,West,Office Supplies,Binders,25.164,2015,6,2,6,0
2680,2018-01-21,2018-01-27,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Binders,14.4,2018,1,1,6,6
2681,2018-01-21,2018-01-27,Standard Class,Home Office,Jackson,Michigan,Central,Technology,Accessories,619.95,2018,1,1,6,6
2682,2018-01-21,2018-01-27,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Binders,89.52,2018,1,1,6,6
2683,2018-01-21,2018-01-27,Standard Class,Home Office,Jackson,Michigan,Central,Technology,Machines,350.973,2018,1,1,6,6
2684,2018-01-21,2018-01-27,Standard Class,Home Office,Jackson,Michigan,Central,Technology,Phones,164.99,2018,1,1,6,6
2685,2018-06-29,2018-07-06,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,312.552,2018,6,2,4,7
2686,2017-09-06,2017-09-11,Standard Class,Consumer,Thomasville,North Carolina,South,Office Supplies,Envelopes,95.952,2017,9,3,2,5
2687,2017-09-06,2017-09-11,Standard Class,Consumer,Thomasville,North Carolina,South,Office Supplies,Binders,3.204,2017,9,3,2,5
2688,2017-08-04,2017-08-05,First Class,Consumer,Peoria,Illinois,Central,Office Supplies,Binders,3.98,2017,8,3,4,1
